adresse
"5.0  RUE RIVOLI, Paris 4.0"
"51.0  RUE SAINT PAUL, Paris 4.0"
"94.0  RUE SAINT ANTOINE, Paris 4.0"
"44.0  RUE RIVOLI, Paris 4.0"
"14.0  RUE BOURG TIBOURG, Paris 4.0"
"56.0  RUE ROI DE SICILE, Paris 4.0"
"27.0  RUE FRANCS BOURGEOIS, Paris 4.0"
"29.0  RUE FRANCS BOURGEOIS, Paris 4.0"
"18.0  RUE ROI DE SICILE, Paris 4.0"
"4.0  IMP GUEMENEE, Paris 4.0"
"14.0  RUE TURENNE, Paris 4.0"
"17.0  BD SAINT GERMAIN, Paris 5.0"
"13.0  RUE MONGE, Paris 5.0"
"3.0  RUE DOLOMIEU, Paris 5.0"
"2.0 b AV GOBELINS, Paris 5.0"
"106.0  RUE MONGE, Paris 5.0"
"82.0  RUE MONGE, Paris 5.0"
"52.0  RUE MOUFFETARD, Paris 5.0"
"130.0  RUE MOUFFETARD, Paris 5.0"
"144.0  RUE MOUFFETARD, Paris 5.0"
"4.0  RUE FLATTERS, Paris 5.0"
"19.0  RUE VAL DE GRACE, Paris 5.0"
"34.0  RUE GAY LUSSAC, Paris 5.0"
"27.0  RUE DU SOMMERARD, Paris 5.0"
"42.0  RUE SAINT JACQUES, Paris 5.0"
"3.0  RUE DU SOMMERARD, Paris 5.0"
"62.0  BD SAINT GERMAIN, Paris 5.0"
"29.0  RUE GALANDE, Paris 5.0"
"29.0  RUE PARCHEMINERIE, Paris 5.0"
"27.0  RUE HARPE, Paris 5.0"
"21.0  BD SAINT MICHEL, Paris 5.0"
"7.0  RUE LINOIS, Paris 15.0"
"13.0  RUE MEDICIS, Paris 6.0"
"62.0  RUE MONSIEUR LE PRINCE, Paris 6.0"
"27.0  RUE CONDE, Paris 6.0"
"12.0  RUE SAINT SULPICE, Paris 6.0"
"76.0  BD SAINT MICHEL, Paris 6.0"
"87.0  BD RASPAIL, Paris 6.0"
"10.0  RUE VAVIN, Paris 6.0"
"151.0 B BD MONTPARNASSE, Paris 6.0"
"10.0  RUE STANISLAS, Paris 6.0"
"12.0  RUE STANISLAS, Paris 6.0"
"30.0  RUE SAINT PLACIDE, Paris 6.0"
"5.0  RUE MAYET, Paris 6.0"
"7.0  RUE SAINT PLACIDE, Paris 6.0"
"106.0 B RUE RENNES, Paris 6.0"
"23.0  RUE DRAGON, Paris 6.0"
"54.0  RUE BONAPARTE, Paris 6.0"
"22.0  RUE ECHAUDE, Paris 6.0"
"166.0  BD SAINT GERMAIN, Paris 6.0"
"32.0  RUE BONAPARTE, Paris 6.0"
"28.0  RUE GRENELLE, Paris 7.0"
"23.0  RUE BELLECHASSE, Paris 7.0"
"86.0  RUE BAC, Paris 7.0"
"79.0  RUE BAC, Paris 7.0"
"62.0  RUE BELLECHASSE, Paris 7.0"
"45.0  RUE BABYLONE, Paris 7.0"
"46.0  RUE SEVRES, Paris 7.0"
"15.0  AV LA MOTTE PICQUET, Paris 7.0"
"57.0  RUE CLER, Paris 7.0"
"30.0  RUE CLER, Paris 7.0"
"49.0  AV BOSQUET, Paris 7.0"
"194.0  RUE GRENELLE, Paris 7.0"
"99.0  RUE SAINT DOMINIQUE, Paris 7.0"
"37.0  RUE MALAR, Paris 7.0"
"96.0  RUE SAINT DOMINIQUE, Paris 7.0"
"212.0  RUE GRENELLE, Paris 7.0"
"11.0  BD GRENELLE, Paris 15.0"
"212.0  RUE GRENELLE, Paris 7.0"
"14.0  RUE EXPOSITION, Paris 7.0"
"27.0  RUE MARBEUF, Paris 8.0"
"1.0  RUE VERNET, Paris 8.0"
"47.0  RUE FRANCOIS IER, Paris 8.0"
"5.0  RUE CLEMENT MAROT, Paris 8.0"
"268.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"238.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"5.0  RUE MONCEAU, Paris 8.0"
"35.0  AV FRIEDLAND, Paris 8.0"
"177.0  BD HAUSSMANN, Paris 8.0"
"178.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"27.0  RUE COLISEE, Paris 8.0"
"217.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"46.0  AV WAGRAM, Paris 8.0"
"26.0  AV MATIGNON, Paris 8.0"
"15.0  RUE BOISSY D ANGLAS, Paris 8.0"
"5.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"10.0  BD MALESHERBES, Paris 8.0"
"22.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"58.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"84.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"15.0  RUE MONTALIVET, Paris 8.0"
"4.0  RUE MIROMESNIL, Paris 8.0"
"23.0  RUE LA BOETIE, Paris 8.0"
"122.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"126.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"13.0  RUE LABORDE, Paris 8.0"
"17.0  RUE CONSTANTINOPLE, Paris 8.0"
"61.0  BD BATIGNOLLES, Paris 8.0"
"56.0  RUE AMSTERDAM, Paris 9.0"
"75.0  RUE BLANCHE, Paris 9.0"
"58.0  RUE CLICHY, Paris 9.0"
"13.0  RUE DUPERRE, Paris 9.0"
"15.0  RUE HENRY MONNIER, Paris 9.0"
"40.0  RUE NOTRE DAME DE LORETTE, Paris 9.0"
"47.0  RUE MARTYRS, Paris 9.0"
"4.0  RUE NOTRE DAME DE LORETTE, Paris 9.0"
"8.0  RUE SAINT LAZARE, Paris 9.0"
"22.0  RUE LA FAYETTE, Paris 9.0"
"57.0  RUE CHAUSSEE D ANTIN, Paris 9.0"
"41.0  RUE CHAUSSEE D ANTIN, Paris 9.0"
"109.0  RUE SAINT LAZARE, Paris 9.0"
"34.0  RUE GODOT DE MAUROY, Paris 9.0"
"21.0  RUE LE PELETIER, Paris 9.0"
"27.0  RUE FAUBOURG MONTMARTRE, Paris 9.0"
"11.0  RUE CADET, Paris 9.0"
"35.0  RUE BERGERE, Paris 9.0"
"12.0  RUE PAPILLON, Paris 9.0"
"23.0  RUE LAMARTINE, Paris 9.0"
"5.0  RUE MAUBEUGE, Paris 9.0"
"10.0  RUE MILTON, Paris 9.0"
"26.0  RUE MARTYRS, Paris 9.0"
"31.0  RUE MAUBEUGE, Paris 9.0"
"49.0  RUE CONDORCET, Paris 9.0"
"26.0  RUE LA TOUR D AUVERGNE, Paris 9.0"
"49.0  RUE ROCHECHOUART, Paris 9.0"
"66.0  RUE RODIER, Paris 9.0"
"70.0  RUE RODIER, Paris 9.0"
"3.0  RUE VIOLLET LE DUC, Paris 9.0"
"25.0  RUE BELLEFOND, Paris 9.0"
"24.0  RUE MAUBEUGE, Paris 9.0"
"42.0  RUE MAUBEUGE, Paris 9.0"
"162.0  BD MAGENTA, Paris 10.0"
"150.0  BD MAGENTA, Paris 10.0"
"152.0  BD MAGENTA, Paris 10.0"
"3.0  BD DENAIN, Paris 10.0"
"228.0  RUE FAUBOURG SAINT DENIS, Paris 10.0"
"167.0  BD VILLETTE, Paris 10.0"
"108.0  BD MAGENTA, Paris 10.0"
"124.0  RUE LA FAYETTE, Paris 10.0"
"4.0  PL FRANZ LISZT, Paris 10.0"
"27.0  RUE PETITS HOTELS, Paris 10.0"
"48.0  RUE ECHIQUIER, Paris 10.0"
"6.0  RUE PETITES ECURIES, Paris 10.0"
"22.0 B RUE PARADIS, Paris 10.0"
"92.0  RUE HAUTEVILLE, Paris 10.0"
"84.0  RUE FAUBOURG SAINT DENIS, Paris 10.0"
"59.0  BD STRASBOURG, Paris 10.0"
"63.0  BD STRASBOURG, Paris 10.0"
"2.0  RUE GUSTAVE GOUBLIER, Paris 10.0"
"28.0  RUE CHATEAU D EAU, Paris 10.0"
"5.0  RUE CHATEAU D EAU, Paris 10.0"
"2.0 B BD SAINT MARTIN, Paris 10.0"
"34.0  RUE BEAUREPAIRE, Paris 10.0"
"35.0  RUE FAUBOURG DU TEMPLE, Paris 10.0"
"56.0  BD MAGENTA, Paris 10.0"
"4.0  RUE EUGENE VARLIN, Paris 10.0"
"2.0  PAS DELESSERT, Paris 10.0"
"14.0  RUE EUGENE VARLIN, Paris 10.0"
"216.0  RUE FAUBOURG SAINT MARTIN, Paris 10.0"
"220.0  RUE FAUBOURG SAINT MARTIN, Paris 10.0"
"264.0  RUE FAUBOURG SAINT MARTIN, Paris 10.0"
"17.0  RUE LOUIS BLANC, Paris 10.0"
"27.0  BD VILLETTE, Paris 10.0"
"209.0  RUE SAINT MAUR, Paris 10.0"
"215.0  RUE SAINT MAUR, Paris 10.0"
"51.0  RUE FAUBOURG DU TEMPLE, Paris 10.0"
"75.0  RUE FAUBOURG DU TEMPLE, Paris 10.0"
"185.0  RUE SAINT MAUR, Paris 10.0"
"3.0  RUE PRESENTATION, Paris 11.0"
"13.0  RUE MORAND, Paris 11.0"
"122.0  RUE SAINT MAUR, Paris 11.0"
"83.0  RUE JEAN PIERRE TIMBAUD, Paris 11.0"
"108.0  RUE SAINT MAUR, Paris 11.0"
"72.0  RUE JEAN PIERRE TIMBAUD, Paris 11.0"
"97.0  RUE OBERKAMPF, Paris 11.0"
"16.0  RUE TROIS BORNES, Paris 11.0"
"136.0  AV PARMENTIER, Paris 11.0"
"34.0  RUE FAUBOURG DU TEMPLE, Paris 11.0"
"1.0  RUE FONTAINE AU ROI, Paris 11.0"
"119.0  AV PARMENTIER, Paris 11.0"
"2.0  RUE TROIS BORNES, Paris 11.0"
"16.0  RUE FAUBOURG DU TEMPLE, Paris 11.0"
"13.0  BD JULES FERRY, Paris 11.0"
"19.0  RUE MALTE, Paris 11.0"
"118.0  RUE AMELOT, Paris 11.0"
"106.0  RUE JEAN PIERRE TIMBAUD, Paris 11.0"
"118.0  RUE JEAN PIERRE TIMBAUD, Paris 11.0"
"110.0  BD RICHARD LENOIR, Paris 11.0"
"55.0  BD VOLTAIRE, Paris 11.0"
"88.0  RUE OBERKAMPF, Paris 11.0"
"92.0  RUE OBERKAMPF, Paris 11.0"
"96.0  RUE OBERKAMPF, Paris 11.0"
"160.0  RUE OBERKAMPF, Paris 11.0"
"73.0  BD MENILMONTANT, Paris 11.0"
"33.0  RUE SAINT MAUR, Paris 11.0"
"5.0  RUE GENERAL RENAULT, Paris 11.0"
"6.0  BD FILLES DU CALVAIRE, Paris 11.0"
"56.0  BD BEAUMARCHAIS, Paris 11.0"
"6.0  RUE FOLIE MERICOURT, Paris 11.0"
"16.0  BD BEAUMARCHAIS, Paris 11.0"
"10.0  PL BASTILLE, Paris 11.0"
"18.0  RUE DAVAL, Paris 11.0"
"96.0  RUE CHEMIN VERT, Paris 11.0"
"110.0  RUE CHEMIN VERT, Paris 11.0"
"61.0  BD MENILMONTANT, Paris 11.0"
"29.0  BD MENILMONTANT, Paris 11.0"
"50.0  RUE LEON FROT, Paris 11.0"
"61.0  RUE LEON FROT, Paris 11.0"
"151.0  BD VOLTAIRE, Paris 11.0"
"163.0  BD VOLTAIRE, Paris 11.0"
"5.0  RUE FRANCOIS DE NEUFCHATEAU, Paris 11.0"
"10.0  RUE BASFROI, Paris 11.0"
"13.0 B RUE KELLER, Paris 11.0"
"55.0  RUE FAUBOURG SAINT ANTOINE, Paris 11.0"
"81.0  RUE LEON FROT, Paris 11.0"
"8.0  RUE CHARONNE, Paris 11.0"
"104.0  AV LEDRU ROLLIN, Paris 11.0"
"213.0  RUE FAUBOURG SAINT ANTOINE, Paris 11.0"
"2.0  RUE FAIDHERBE, Paris 11.0"
"222.0  BD VOLTAIRE, Paris 11.0"
"228.0  BD VOLTAIRE, Paris 11.0"
"263.0  RUE FAUBOURG SAINT ANTOINE, Paris 11.0"
"52.0  RUE MONTREUIL, Paris 11.0"
"277.0  BD VOLTAIRE, Paris 11.0"
"1.0  RUE ALEXANDRE DUMAS, Paris 11.0"
"171.0  BD VOLTAIRE, Paris 11.0"
"92.0  AV PHILIPPE AUGUSTE, Paris 11.0"
"78.0  RUE RENDEZ VOUS, Paris 12.0"
"103.0  BD SOULT, Paris 12.0"
"34.0  RUE VOUTE, Paris 12.0"
"84.0  CRS VINCENNES, Paris 12.0"
"80.0  BD SOULT, Paris 12.0"
"10.0  BD PICPUS, Paris 12.0"
"2.0  AV TRONE, Paris 12.0"
"274.0  RUE FAUBOURG SAINT ANTOINE, Paris 12.0"
"20.0 B RUE GARE DE REUILLY, Paris 12.0"
"212.0  AV DAUMESNIL, Paris 12.0"
"184.0  AV DAUMESNIL, Paris 12.0"
"97.0  RUE CLAUDE DECAEN, Paris 12.0"
"18.0  RUE WATTIGNIES, Paris 12.0"
"90.0  BD DIDEROT, Paris 12.0"
"46.0  RUE JACQUES HILLAIRET, Paris 12.0"
"49.0  RUE JACQUES HILLAIRET, Paris 12.0"
"204.0  RUE CHARENTON, Paris 12.0"
"116.0  RUE BERCY, Paris 12.0"
"26.0  BD DIDEROT, Paris 12.0"
"54.0  AV DAUMESNIL, Paris 12.0"
"82.0  BD DIDEROT, Paris 12.0"
"192.0  RUE FAUBOURG SAINT ANTOINE, Paris 12.0"
"6.0  PAS DRIANCOURT, Paris 12.0"
"13.0 B RUE BECCARIA, Paris 12.0"
"41.0  BD DIDEROT, Paris 12.0"
"37.0  BD DIDEROT, Paris 12.0"
"51.0  AV DAUMESNIL, Paris 12.0"
"16.0  RUE COTTE, Paris 12.0"
"73.0  AV LEDRU ROLLIN, Paris 12.0"
"75.0  AV LEDRU ROLLIN, Paris 12.0"
"27.0  AV LEDRU ROLLIN, Paris 12.0"
"3.0  RUE LYON, Paris 12.0"
"8.0  BD BASTILLE, Paris 12.0"
"223.0  RUE BERCY, Paris 12.0"
"63.0  BD SAINT MARCEL, Paris 13.0"
"11.0  RUE PRIMATICE, Paris 13.0"
"17.0  RUE ESQUIROL, Paris 13.0"
"28.0  RUE TOLBIAC, Paris 13.0"
"10.0  RUE JEANNE D ARC, Paris 13.0"
"84.0  RUE NATIONALE, Paris 13.0"
"85.0  RUE ALBERT, Paris 13.0"
"51.0  RUE PATAY, Paris 13.0"
"26.0  RUE ALBERT, Paris 13.0"
"84.0  AV CHOISY, Paris 13.0"
"44.0  AV IVRY, Paris 13.0"
"22.0  BD BARBES, Paris 18.0"
"66.0  AV IVRY, Paris 13.0"
"13.0  PL VENETIE, Paris 13.0"
"195.0  AV CHOISY, Paris 13.0"
"25.0  AV ITALIE, Paris 13.0"
"209.0  RUE TOLBIAC, Paris 13.0"
"126.0  AV ITALIE, Paris 13.0"
"41.0  RUE BOBILLOT, Paris 13.0"
"49.0  RUE MOULINET, Paris 13.0"
"3.0  RUE BUTTE AUX CAILLES, Paris 13.0"
"115.0  RUE GLACIERE, Paris 13.0"
"29.0  RUE VERGNIAUD, Paris 13.0"
"12.0  RUE BUTTE AUX CAILLES, Paris 13.0"
"6.0  RUE BOBILLOT, Paris 13.0"
"97.0  RUE AMIRAL MOUCHEZ, Paris 13.0"
"79.0  RUE COLONIE, Paris 13.0"
"53.0  RUE GLACIERE, Paris 13.0"
"65.0  AV MAINE, Paris 14.0"
"85.0  BD MAGENTA, Paris 10.0"
"1.0  RUE PIERRE LESCOT, Paris 1.0"
"43.0  RUE FROIDEVAUX, Paris 14.0"
"24.0  RUE DAGUERRE, Paris 14.0"
"22.0  RUE AMIRAL MOUCHEZ, Paris 14.0"
"4.0  RUE NANSOUTY, Paris 14.0"
"32.0  RUE TOMBE ISSOIRE, Paris 14.0"
"1.0 B AV GENERAL LECLERC, Paris 14.0"
"93.0  AV GENERAL LECLERC, Paris 14.0"
"43.0  RUE ALESIA, Paris 14.0"
"57.0  RUE PERE CORENTIN, Paris 14.0"
"6.0  AV PORTE DE MONTROUGE, Paris 14.0"
"182.0  AV MAINE, Paris 14.0"
"72.0  AV GENERAL LECLERC, Paris 14.0"
"139.0  RUE ALESIA, Paris 14.0"
"52.0  RUE ABBE CARTON, Paris 14.0"
"46.0  BD BRUNE, Paris 14.0"
"62.0  RUE DIDOT, Paris 14.0"
"109.0  RUE RAYMOND LOSSERAND, Paris 14.0"
"33.0  RUE OUEST, Paris 14.0"
"32.0  RUE RAYMOND LOSSERAND, Paris 14.0"
"48.0  RUE RAYMOND LOSSERAND, Paris 14.0"
"11.0  PL CINQ MARTYRS DU LYCEE BUFFON, Paris 14.0"
"134.0  RUE OUEST, Paris 14.0"
"92.0  AV MAINE, Paris 14.0"
"60.0  RUE MORILLONS, Paris 15.0"
"45.0  BD LEFEBVRE, Paris 15.0"
"239.0  RUE CROIX NIVERT, Paris 15.0"
"1.0  PL HENRI ROLLET, Paris 15.0"
"178.0  RUE CONVENTION, Paris 15.0"
"5.0  RUE LEON SECHE, Paris 15.0"
"12.0  PL ADOLPHE CHERIOUX, Paris 15.0"
"306.0  RUE VAUGIRARD, Paris 15.0"
"316.0  RUE VAUGIRARD, Paris 15.0"
"54.0  BD MONTPARNASSE, Paris 15.0"
"39.0  BD PASTEUR, Paris 15.0"
"229.0  RUE VAUGIRARD, Paris 15.0"
"32.0  RUE BLOMET, Paris 15.0"
"60.0  RUE BLOMET, Paris 15.0"
"2.0  RUE VOLONTAIRES, Paris 15.0"
"17.0  RUE LECOURBE, Paris 15.0"
"33.0  BD PASTEUR, Paris 15.0"
"162.0  RUE VAUGIRARD, Paris 15.0"
"10.0  RUE LECOURBE, Paris 15.0"
"17.0  RUE CAMBRONNE, Paris 15.0"
"16.0  RUE MIOLLIS, Paris 15.0"
"85.0  AV SEGUR, Paris 15.0"
"3.0  RUE CROIX NIVERT, Paris 15.0"
"30.0  BD VAUGIRARD, Paris 15.0"
"30.0  BD VAUGIRARD, Paris 15.0"
"39.0  RUE CROIX NIVERT, Paris 15.0"
"109.0  BD GRENELLE, Paris 15.0"
"82.0  AV SUFFREN, Paris 15.0"
"31.0  BD GRENELLE, Paris 15.0"
"5.0  RUE LOURMEL, Paris 15.0"
"8.0  RUE LOBINEAU, Paris 6.0"
"150.0  BD GRENELLE, Paris 15.0"
"150.0  AV EMILE ZOLA, Paris 15.0"
"111.0  RUE THEATRE, Paris 15.0"
"80.0  RUE SAINT CHARLES, Paris 15.0"
"77.0  AV EMILE ZOLA, Paris 15.0"
"80.0  RUE COMMERCE, Paris 15.0"
"6.0  RUE MADEMOISELLE, Paris 15.0"
"74.0  RUE CROIX NIVERT, Paris 15.0"
"20.0  RUE ABBE GROULT, Paris 15.0"
"181.0  RUE LOURMEL, Paris 15.0"
"115.0  RUE SAINT CHARLES, Paris 15.0"
"65.0  RUE CONVENTION, Paris 15.0"
"54.0  RUE CONVENTION, Paris 15.0"
"53.0  RUE GUTENBERG, Paris 15.0"
"49.0  RUE SEBASTIEN MERCIER, Paris 15.0"
"13.0  RUE BALARD, Paris 15.0"
"15.0  AV VERSAILLES, Paris 16.0"
"126.0  BD MURAT, Paris 16.0"
"19.0  BD LA TOUR MAUBOURG, Paris 7.0"
"2.0  RUE DUVIVIER, Paris 7.0"
"8.0  RUE LOBINEAU, Paris 6.0"
"22.0  RUE LE MAROIS, Paris 16.0"
"104.0  RUE BOILEAU, Paris 16.0"
"1.0  RUE JOUVENET, Paris 16.0"
"69.0  RUE CHARDON LAGACHE, Paris 16.0"
"78.0  AV VERSAILLES, Paris 16.0"
"30.0  AV THEOPHILE GAUTIER, Paris 16.0"
"86.0  BD EXELMANS, Paris 16.0"
"9.0  RUE GERICAULT, Paris 16.0"
"130.0  AV MOZART, Paris 16.0"
"86.0  AV MOZART, Paris 16.0"
"95.0  AV MOZART, Paris 16.0"
"82.0  RUE JEAN DE LA FONTAINE, Paris 16.0"
"67.0  AV MOZART, Paris 16.0"
"56.0  BD EXELMANS, Paris 16.0"
"14.0  RUE BENJAMIN FRANKLIN, Paris 16.0"
"3.0  RUE VINEUSE, Paris 16.0"
"12.0  RUE GUICHARD, Paris 16.0"
"21.0  RUE BOIS LE VENT, Paris 16.0"
"52.0  RUE GALILEE, Paris 8.0"
"39.0  RUE ANNONCIATION, Paris 16.0"
"39.0  RUE ANNONCIATION, Paris 16.0"
"114.0  RUE TOUR, Paris 16.0"
"101.0  RUE TOUR, Paris 16.0"
"15.0  RUE BELLES FEUILLES, Paris 16.0"
"63.0  RUE FAISANDERIE, Paris 16.0"
"143.0  RUE POMPE, Paris 16.0"
"149.0  RUE POMPE, Paris 16.0"
"6.0  PL VICTOR HUGO, Paris 16.0"
"80.0  AV VICTOR HUGO, Paris 16.0"
"97.0  AV VICTOR HUGO, Paris 16.0"
"101.0  AV VICTOR HUGO, Paris 16.0"
"104.0  AV KLEBER, Paris 16.0"
"46.0  RUE LONGCHAMP, Paris 16.0"
"58.0  RUE LONGCHAMP, Paris 16.0"
"66.0  AV VICTOR HUGO, Paris 16.0"
"6.0  RUE RUDE, Paris 16.0"
"6.0  RUE GALILEE, Paris 16.0"
"79.0  AV KLEBER, Paris 16.0"
"45.0  RUE CHAILLOT, Paris 16.0"
"49.0  AV WAGRAM, Paris 17.0"
"20.0  AV MAC MAHON, Paris 17.0"
"6.0  AV GRANDE ARMEE, Paris 17.0"
"12.0  RUE ACACIAS, Paris 17.0"
"3.0  RUE DEBARCADERE, Paris 17.0"
"32.0  PL SAINT FERDINAND, Paris 17.0"
"18.0  RUE SAINT FERDINAND, Paris 17.0"
"81.0  AV TERNES, Paris 17.0"
"2.0  PL PORTE MAILLOT, Paris 17.0"
"8.0  RUE CLAUDE DEBUSSY, Paris 17.0"
"1.0  BD PERSHING, Paris 17.0"
"90.0  AV TERNES, Paris 17.0"
"3.0  RUE GALVANI, Paris 17.0"
"46.0  RUE LAUGIER, Paris 17.0"
"39.0 B RUE LAUGIER, Paris 17.0"
"25.0  RUE PIERRE DEMOURS, Paris 17.0"
"10.0  RUE PIERRE DEMOURS, Paris 17.0"
"18.0 B RUE PIERRE DEMOURS, Paris 17.0"
"13.0  RUE PONCELET, Paris 17.0"
"15.0  RUE PONCELET, Paris 17.0"
"14.0  AV TERNES, Paris 17.0"
"28.0  RUE PONCELET, Paris 17.0"
"28.0  RUE PONCELET, Paris 17.0"
"58.0  AV WAGRAM, Paris 17.0"
"93.0  RUE COURCELLES, Paris 17.0"
"82.0  AV WAGRAM, Paris 17.0"
"1.0  RUE CHAZELLES, Paris 17.0"
"98.0  AV NIEL, Paris 17.0"
"133.0  BD PEREIRE, Paris 17.0"
"119.0  BD PEREIRE, Paris 17.0"
"9.0  RUE BREMONTIER, Paris 17.0"
"44.0  RUE JOUFFROY D ABBANS, Paris 17.0"
"93.0  RUE LEVIS, Paris 17.0"
"152.0  BD BERTHIER, Paris 17.0"
"86.0  BD BATIGNOLLES, Paris 17.0"
"117.0  RUE DAMES, Paris 17.0"
"113.0  RUE ROME, Paris 17.0"
"129.0  RUE ROME, Paris 17.0"
"58.0  RUE DULONG, Paris 17.0"
"10.0  RUE JOUFFROY D ABBANS, Paris 17.0"
"17.0  RUE FELICITE, Paris 17.0"
"23.0  BD PEREIRE, Paris 17.0"
"36.0  BD BATIGNOLLES, Paris 17.0"
"77.0 B RUE LEGENDRE, Paris 17.0"
"36.0  RUE LA CONDAMINE, Paris 17.0"
"102.0  RUE LEGENDRE, Paris 17.0"
"25.0  RUE BIOT, Paris 17.0"
"7.0  RUE DAMES, Paris 17.0"
"79.0  AV CLICHY, Paris 17.0"
"85.0  AV CLICHY, Paris 17.0"
"97.0 B RUE LEGENDRE, Paris 17.0"
"90.0  RUE LEMERCIER, Paris 17.0"
"27.0  RUE MOINES, Paris 17.0"
"43.0  RUE BROCHANT, Paris 17.0"
"139.0  AV SAINT OUEN, Paris 17.0"
"36.0  RUE EMILE LEVEL, Paris 17.0"
"55.0  RUE GUY MOQUET, Paris 17.0"
"111.0  RUE MOINES, Paris 17.0"
"40.0  RUE DOCTEUR HEULIN, Paris 17.0"
"159.0  RUE LEGENDRE, Paris 17.0"
"52.0  AV CLICHY, Paris 18.0"
"1.0  PL JACQUES FROMENT, Paris 18.0"
"221.0  RUE CHAMPIONNET, Paris 18.0"
"231.0  RUE CHAMPIONNET, Paris 18.0"
"106.0  AV SAINT OUEN, Paris 18.0"
"11.0  RUE EUGENE FOURNIERE, Paris 18.0"
"82.0  RUE POTEAU, Paris 18.0"
"62.0  RUE POTEAU, Paris 18.0"
"204.0  RUE MARCADET, Paris 18.0"
"137.0  RUE ORDENER, Paris 18.0"
"63.0  RUE CLOYS, Paris 18.0"
"28.0  RUE MONTCALM, Paris 18.0"
"134.0  RUE MARCADET, Paris 18.0"
"66.0  RUE DAMREMONT, Paris 18.0"
"185.0  RUE MARCADET, Paris 18.0"
"9.0  RUE DAMREMONT, Paris 18.0"
"23.0 B AV JUNOT, Paris 18.0"
"40.0  RUE LEPIC, Paris 18.0"
"44.0  RUE ABBESSES, Paris 18.0"
"19.0  RUE LEPIC, Paris 18.0"
"4.0  RUE CAULAINCOURT, Paris 18.0"
"15.0  AV RACHEL, Paris 18.0"
"246.0  RUE BERCY, Paris 12.0"
"19.0  RUE HOUDON, Paris 18.0"
"56.0  BD CLICHY, Paris 18.0"
"62.0  BD CLICHY, Paris 18.0"
"14.0  RUE LEPIC, Paris 18.0"
"53.0  RUE ORSEL, Paris 18.0"
"15.0  RUE YVONNE LE TAC, Paris 18.0"
"19.0  RUE YVONNE LE TAC, Paris 18.0"
"8.0  RUE LA VIEUVILLE, Paris 18.0"
"108.0  RUE CAULAINCOURT, Paris 18.0"
"25.0  RUE LAMARCK, Paris 18.0"
"6.0  RUE TARDIEU, Paris 18.0"
"12.0  RUE ORSEL, Paris 18.0"
"6.0  RUE LAMARCK, Paris 18.0"
"18.0  RUE BACHELET, Paris 18.0"
"129.0  RUE CAULAINCOURT, Paris 18.0"
"23.0  RUE HERMEL, Paris 18.0"
"39.0  RUE SIMART, Paris 18.0"
"107.0  RUE ORDENER, Paris 18.0"
"133.0  RUE ORDENER, Paris 18.0"
"1.0  RUE BOBILLOT, Paris 13.0"
"38.0  RUE POTEAU, Paris 18.0"
"65.0  BD ORNANO, Paris 18.0"
"101.0  RUE MONT CENIS, Paris 18.0"
"48.0  RUE ORDENER, Paris 18.0"
"2.0  RUE LABAT, Paris 18.0"
"57.0  BD BARBES, Paris 18.0"
"37.0  BD BARBES, Paris 18.0"
"8.0  RUE POULET, Paris 18.0"
"36.0  BD BARBES, Paris 18.0"
"18.0  BD BARBES, Paris 18.0"
"47.0  RUE GOUTTE D OR, Paris 18.0"
"26.0  RUE JESSAINT, Paris 18.0"
"14.0  RUE POISSONNIERS, Paris 18.0"
"39.0  RUE DOUDEAUVILLE, Paris 18.0"
"7.0  RUE ORDENER, Paris 18.0"
"27.0  RUE MARX DORMOY, Paris 18.0"
"81.0  RUE RIQUET, Paris 18.0"
"42.0  RUE CHAPELLE, Paris 18.0"
"84.0  RUE CHAPELLE, Paris 18.0"
"15.0  BD NEY, Paris 18.0"
"117.0  RUE OURCQ, Paris 19.0"
"100.0  AV FLANDRE, Paris 19.0"
"85.0  AV JEAN JAURES, Paris 19.0"
"21.0  AV JEAN JAURES, Paris 19.0"
"19.0  QU LOIRE, Paris 19.0"
"39.0  RUE BOURET, Paris 19.0"
"124.0  AV FLANDRE, Paris 19.0"
"45.0  RUE NANTES, Paris 19.0"
"15.0  RUE HENRI RIBIERE, Paris 19.0"
"2.0  RUE RHIN, Paris 19.0"
"20.0  AV LAUMIERE, Paris 19.0"
"28.0  AV LAUMIERE, Paris 19.0"
"1.0  RUE SADI LECOINTE, Paris 19.0"
"116.0  AV SIMON BOLIVAR, Paris 19.0"
"39.0  AV MATHURIN MOREAU, Paris 19.0"
"4.0  RUE RAMPAL, Paris 19.0"
"64.0  RUE REBEVAL, Paris 19.0"
"35.0  RUE BELLEVILLE, Paris 19.0"
"26.0  RUE BELLEVILLE, Paris 20.0"
"3.0  RUE BISSON, Paris 20.0"
